Number,Player,Minutes,Off reb,Def reb,Tot reb,Assists,Fouls comm,Fouls against,Turnovers,Steals,Blocked shots,Blocked shot attempt,Efficiency,+/-,Pts,Home team,Guest team,Team,Game number,Starter,2m,2a,3m,3a,Fgm,Fga,Ftm,Fta
25,Baldur Örn Jóhannesson,20.016666666666666,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,,,3.0,-13.0,3.0,Þór Akureyri,ÍR,Þór Akureyri,105.0,,1.0,5.0,,,1.0,5.0,1.0,2.0
34,Ragnar Ágústsson,0.0,,,,,,,,,,,,,,Þór Akureyri,ÍR,Þór Akureyri,105.0,,,,,,,,,
41,Mantas Virbalas,15.5,2.0,5.0,7.0,1.0,4.0,5.0,3.0,2.0,,,16.0,2.0,13.0,Þór Akureyri,ÍR,Þór Akureyri,105.0,1.0,6.0,7.0,0.0,1.0,6.0,8.0,1.0,3.0
42,Róbert Orri Heiðmarsson,0.0,,,,,,,,,,,,,,Þór Akureyri,ÍR,Þór Akureyri,105.0,,,,,,,,,
72,Kolbeinn Fannar Gíslason,14.9,1.0,,1.0,1.0,3.0,,,,,,2.0,4.0,,Þór Akureyri,ÍR,Þór Akureyri,105.0,,,,,,,,,
0,Evan Christopher Singletary,37.78333333333333,1.0,9.0,10.0,8.0,3.0,7.0,3.0,1.0,,1.0,39.0,16.0,31.0,Þór Akureyri,ÍR,ÍR,105.0,1.0,5.0,7.0,6.0,11.0,11.0,18.0,3.0,4.0
1,Sigurður Gunnar Þorsteinsson,9.283333333333333,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,,4.0,-3.0,,Þór Akureyri,ÍR,ÍR,105.0,1.0,0.0,1.0,,,0.0,1.0,,
3,Collin Pryor,35.4,1.0,4.0,5.0,2.0,3.0,4.0,5.0,2.0,,,18.0,14.0,22.0,Þór Akureyri,ÍR,ÍR,105.0,1.0,6.0,8.0,2.0,6.0,8.0,14.0,4.0,6.0
5,Sveinbjörn Claessen,0.0,,,,,,,,,,,,,,Þór Akureyri,ÍR,ÍR,105.0,,,,,,,,,
8,Trausti Eiríksson,13.25,,2.0,2.0,1.0,3.0,1.0,,,1.0,,5.0,,4.0,Þór Akureyri,ÍR,ÍR,105.0,,0.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0
9,Einar Gísli Gíslason,7.7,1.0,1.0,2.0,,1.0,,,,,,6.0,12.0,4.0,Þór Akureyri,ÍR,ÍR,105.0,,2.0,2.0,,,2.0,2.0,,
10,Florijan Jovanov,14.333333333333334,1.0,1.0,2.0,1.0,1.0,1.0,,,,,3.0,-8.0,3.0,Þór Akureyri,ÍR,ÍR,105.0,,,,1.0,2.0,1.0,2.0,0.0,2.0
14,Sæþór Elmar Kristjánsson,32.45,6.0,4.0,10.0,1.0,4.0,,4.0,1.0,2.0,,10.0,12.0,7.0,Þór Akureyri,ÍR,ÍR,105.0,1.0,2.0,4.0,1.0,6.0,3.0,10.0,,
15,Arnór Hermannsson,7.05,,,,,,,3.0,,,,-3.0,-15.0,,Þór Akureyri,ÍR,ÍR,105.0,,,,,,,,,
24,Georgi Boyanov,35.43333333333333,7.0,10.0,17.0,3.0,1.0,4.0,1.0,4.0,,1.0,18.0,19.0,14.0,Þór Akureyri,ÍR,ÍR,105.0,1.0,4.0,10.0,1.0,9.0,5.0,19.0,3.0,8.0
49,Daði Berg Grétarsson,7.316666666666666,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,1.0,3.0,,Þór Akureyri,ÍR,ÍR,105.0,,,,0.0,2.0,0.0,2.0,,
3,Kjartan Helgi Steinþórsson,1.2833333333333332,,,,,,,,1.0,,,1.0,1.0,,Haukar,Fjölnir,Haukar,106.0,,,,,,,,,
5,Gunnar Ingi Harðarson,25.116666666666667,,3.0,3.0,3.0,2.0,4.0,,1.0,,,13.0,15.0,11.0,Haukar,Fjölnir,Haukar,106.0,,2.0,2.0,2.0,6.0,4.0,8.0,1.0,2.0
6,Arnór Bjarki Ívarsson,1.45,,2.0,2.0,,,,,,,,5.0,1.0,3.0,Haukar,Fjölnir,Haukar,106.0,,,,1.0,1.0,1.0,1.0,,
7,Aron Ás Kjartansson,1.2833333333333332,,,,,,,1.0,,,,-2.0,1.0,,Haukar,Fjölnir,Haukar,106.0,,,,0.0,1.0,0.0,1.0,,
8,Hjálmar Stefánsson,24.616666666666667,5.0,5.0,10.0,1.0,1.0,3.0,2.0,2.0,1.0,,13.0,27.0,9.0,Haukar,Fjölnir,Haukar,106.0,1.0,2.0,5.0,1.0,4.0,3.0,9.0,2.0,4.0
9,Haukur Óskarsson,14.1,,,,1.0,4.0,,1.0,,,,-3.0,-4.0,,Haukar,Fjölnir,Haukar,106.0,,,,0.0,3.0,0.0,3.0,,
10,Ívar Barja,1.2833333333333332,,,,1.0,,,1.0,,,1.0,-1.0,1.0,,Haukar,Fjölnir,Haukar,106.0,,0.0,1.0,,,0.0,1.0,,
12,Kári Jónsson,26.783333333333335,1.0,3.0,4.0,8.0,3.0,5.0,3.0,1.0,,,20.0,15.0,19.0,Haukar,Fjölnir,Haukar,106.0,1.0,2.0,7.0,4.0,8.0,6.0,15.0,3.0,3.0
14,Emil Barja,25.366666666666667,2.0,6.0,8.0,9.0,3.0,,2.0,3.0,1.0,,20.0,16.0,3.0,Haukar,Fjölnir,Haukar,106.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,,
15,Gerald Robinson,30.3,5.0,6.0,11.0,2.0,4.0,3.0,,1.0,,1.0,25.0,17.0,22.0,Haukar,Fjölnir,Haukar,106.0,1.0,6.0,9.0,2.0,9.0,8.0,18.0,4.0,5.0
20,Yngvi Freyr Óskarsson,22.15,3.0,4.0,7.0,1.0,4.0,,1.0,,,,8.0,9.0,4.0,Haukar,Fjölnir,Haukar,106.0,,2.0,3.0,0.0,2.0,2.0,5.0,,
33,Flenard Whitfield,26.266666666666666,5.0,7.0,12.0,2.0,4.0,7.0,2.0,1.0,1.0,,28.0,21.0,28.0,Haukar,Fjölnir,Haukar,106.0,1.0,11.0,22.0,,,11.0,22.0,6.0,9.0
2,Hlynur Logi Ingólfsson,16.783333333333335,1.0,3.0,4.0,,3.0,1.0,1.0,,,,3.0,-13.0,2.0,Haukar,Fjölnir,Fjölnir,106.0,,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0
3,Jere Vucica,30.966666666666665,4.0,7.0,11.0,2.0,4.0,5.0,3.0,3.0,,1.0,22.0,-19.0,20.0,Haukar,Fjölnir,Fjölnir,106.0,1.0,6.0,12.0,1.0,6.0,7.0,18.0,5.0,5.0
4,Rafn Kristján Kristjánsson,24.1,1.0,2.0,3.0,2.0,3.0,4.0,1.0,,1.0,1.0,0.0,2.0,4.0,Haukar,Fjölnir,Fjölnir,106.0,,0.0,4.0,0.0,3.0,0.0,7.0,4.0,6.0
6,Ólafur Ingi Styrmisson,5.7,,,,,,,,,,,-1.0,-2.0,,Haukar,Fjölnir,Fjölnir,106.0,,0.0,1.0,,,0.0,1.0,,
8,Srdan Stojanovic,35.55,3.0,6.0,9.0,1.0,4.0,7.0,2.0,2.0,,,29.0,-21.0,29.0,Haukar,Fjölnir,Fjölnir,106.0,1.0,4.0,7.0,4.0,11.0,8.0,18.0,9.0,9.0
11,Róbert Sigurðsson,34.46666666666667,,6.0,6.0,8.0,1.0,5.0,2.0,,,,11.0,-18.0,9.0,Haukar,Fjölnir,Fjölnir,106.0,1.0,3.0,7.0,0.0,5.0,3.0,12.0,3.0,4.0
14,Egill Agnar Októsson,21.816666666666666,1.0,,1.0,1.0,4.0,,2.0,,,,1.0,-29.0,2.0,Haukar,Fjölnir,Fjölnir,106.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,,
15,Viktor Máni Steffensen,1.2833333333333332,,1.0,1.0,,,,1.0,,,,1.0,-1.0,2.0,Haukar,Fjölnir,Fjölnir,106.0,,1.0,1.0,0.0,1.0,1.0,2.0,,
16,Vilhjálmur Theodór Jónsson,23.2,1.0,3.0,4.0,2.0,3.0,3.0,2.0,,,1.0,4.0,-14.0,7.0,Haukar,Fjölnir,Fjölnir,106.0,1.0,0.0,4.0,1.0,4.0,1.0,8.0,4.0,4.0
18,Gauti Björn Jónsson,1.2833333333333332,,,,,,,,,1.0,,1.0,-1.0,,Haukar,Fjölnir,Fjölnir,106.0,,,,,,,,,
19,Guðjón Ari Logason,4.85,,,,1.0,,,1.0,,,,-1.0,-4.0,,Haukar,Fjölnir,Fjölnir,106.0,,,,0.0,1.0,0.0,1.0,,
1,Matthías Orri Sigurðarson,35.36666666666667,,1.0,1.0,3.0,2.0,2.0,2.0,2.0,,,9.0,,13.0,KR,Þór Þorlákshöfn,KR,107.0,1.0,5.0,8.0,1.0,5.0,6.0,13.0,0.0,1.0
3,Sveinn Búi Birgisson,0.0,,,,,,,,,,,,,,KR,Þór Þorlákshöfn,KR,107.0,,,,,,,,,
4,Brynjar Þór Björnsson,21.25,,2.0,2.0,2.0,2.0,2.0,3.0,,,,0.0,5.0,,KR,Þór Þorlákshöfn,KR,107.0,,,,0.0,1.0,0.0,1.0,,
6,Kristófer Acox,29.766666666666666,2.0,5.0,7.0,2.0,2.0,3.0,1.0,1.0,,,21.0,1.0,15.0,KR,Þór Þorlákshöfn,KR,107.0,1.0,7.0,10.0,,,7.0,10.0,1.0,1.0
7,Michael Craion,32.65,4.0,10.0,14.0,4.0,2.0,10.0,2.0,2.0,2.0,1.0,36.0,2.0,27.0,KR,Þór Þorlákshöfn,KR,107.0,1.0,9.0,16.0,0.0,1.0,9.0,17.0,9.0,12.0
9,Jón Arnór Stefánsson,32.4,1.0,2.0,3.0,4.0,3.0,1.0,,,,,22.0,2.0,17.0,KR,Þór Þorlákshöfn,KR,107.0,1.0,1.0,2.0,5.0,6.0,6.0,8.0,,
10,Helgi Már Magnússon,14.216666666666667,,1.0,1.0,,1.0,3.0,2.0,,,,-1.0,-1.0,4.0,KR,Þór Þorlákshöfn,KR,107.0,,0.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0
14,Benedikt Lárusson,0.0,,,,,,,,,,,,,,KR,Þór Þorlákshöfn,KR,107.0,,,,,,,,,
23,Sigurður Á. Þorvaldsson,3.3666666666666667,,2.0,2.0,,,,,1.0,,,3.0,4.0,,KR,Þór Þorlákshöfn,KR,107.0,,,,,,,,,
25,Jakob Örn Sigurðarson,30.983333333333334,,2.0,2.0,,,1.0,1.0,,,,-4.0,2.0,2.0,KR,Þór Þorlákshöfn,KR,107.0,1.0,1.0,2.0,0.0,6.0,1.0,8.0,,
1,Ísak Júlíus Perdue,0.0,,,,,,,,,,,,,,KR,Þór Þorlákshöfn,Þór Þorlákshöfn,107.0,,,,,,,,,
3,Benjamín Þorri Benjamínsson,0.0,,,,,,,,,,,,,,KR,Þór Þorlákshöfn,Þór Þorlákshöfn,107.0,,,,,,,,,
4,Jón Jökull Þráinsson,0.0,,,,,,,,,,,,,,KR,Þór Þorlákshöfn,Þór Þorlákshöfn,107.0,,,,,,,,,
7,Emil Karel Einarsson,34.85,,6.0,6.0,,5.0,2.0,4.0,3.0,,,22.0,5.0,20.0,KR,Þór Þorlákshöfn,Þór Þorlákshöfn,107.0,1.0,2.0,2.0,5.0,8.0,7.0,10.0,1.0,1.0
9,Halldór Garðar Hermannsson,37.71666666666667,,2.0,2.0,4.0,4.0,4.0,3.0,,,1.0,-1.0,-2.0,3.0,KR,Þór Þorlákshöfn,Þór Þorlákshöfn,107.0,1.0,1.0,2.0,0.0,5.0,1.0,7.0,1.0,2.0
10,Magnús Breki Þórðason,0.0,,,,,,,,,,,,,,KR,Þór Þorlákshöfn,Þór Þorlákshöfn,107.0,,,,,,,,,
13,Davíð Arnar Ágústsson,3.3,,,,1.0,1.0,,,,,,-1.0,,,KR,Þór Þorlákshöfn,Þór Þorlákshöfn,107.0,,0.0,1.0,0.0,1.0,0.0,2.0,,
20,Dino Butorac,37.68333333333333,2.0,4.0,6.0,7.0,3.0,3.0,2.0,2.0,,,17.0,-3.0,12.0,KR,Þór Þorlákshöfn,Þór Þorlákshöfn,107.0,1.0,3.0,6.0,2.0,7.0,5.0,13.0,,
22,Vincent Terrence Bailey,35.88333333333333,3.0,3.0,6.0,5.0,2.0,,2.0,,,1.0,28.0,-2.0,24.0,KR,Þór Þorlákshöfn,Þór Þorlákshöfn,107.0,1.0,12.0,17.0,,,12.0,17.0,,
24,Marko Bakovic,34.43333333333333,3.0,12.0,15.0,2.0,4.0,2.0,2.0,2.0,1.0,,25.0,1.0,16.0,KR,Þór Þorlákshöfn,Þór Þorlákshöfn,107.0,1.0,2.0,8.0,4.0,7.0,6.0,15.0,,
25,Ragnar Örn Bragason,13.183333333333334,,,,1.0,3.0,,,1.0,,,-1.0,-8.0,,KR,Þór Þorlákshöfn,Þór Þorlákshöfn,107.0,,0.0,1.0,0.0,2.0,0.0,3.0,,
34,Styrmir Snær Þrastarson,2.95,,,,,,,,,,,0.0,-6.0,,KR,Þór Þorlákshöfn,Þór Þorlákshöfn,107.0,,,,,,,,,
3,Christopher Rasheed Jones,39.483333333333334,2.0,4.0,6.0,8.0,3.0,4.0,5.0,3.0,,1.0,15.0,7.0,19.0,Valur,Tindastóll,Valur,108.0,1.0,2.0,11.0,4.0,10.0,6.0,21.0,3.0,4.0
5,Ragnar Agust Nathanaelsson,24.966666666666665,9.0,4.0,13.0,,5.0,4.0,1.0,1.0,2.0,,25.0,-5.0,16.0,Valur,Tindastóll,Valur,108.0,1.0,7.0,9.0,,,7.0,9.0,2.0,6.0
6,Benedikt Blöndal,7.683333333333334,,,,,2.0,1.0,,,,,1.0,-10.0,3.0,Valur,Tindastóll,Valur,108.0,,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0
7,Frank Aron Booker,29.95,1.0,3.0,4.0,3.0,3.0,3.0,,1.0,,,18.0,8.0,19.0,Valur,Tindastóll,Valur,108.0,1.0,2.0,3.0,5.0,11.0,7.0,14.0,0.0,2.0
8,Bergur Ástráðsson,0.0,,,,,,,,,,,,,,Valur,Tindastóll,Valur,108.0,,,,,,,,,
9,Pálmi Þórsson,0.0,,,,,,,,,,,,,,Valur,Tindastóll,Valur,108.0,,,,,,,,,
10,Austin Magnus Bracey,19.433333333333334,1.0,2.0,3.0,3.0,,2.0,2.0,2.0,1.0,,6.0,2.0,5.0,Valur,Tindastóll,Valur,108.0,,,,1.0,7.0,1.0,7.0,2.0,2.0
11,Snjólfur Björnsson,0.0,,,,,,,,,,,,,,Valur,Tindastóll,Valur,108.0,,,,,,,,,
12,Illugi Steingrímsson,32.88333333333333,1.0,4.0,5.0,,2.0,3.0,2.0,,,1.0,0.0,-7.0,2.0,Valur,Tindastóll,Valur,108.0,1.0,1.0,4.0,0.0,2.0,1.0,6.0,,
13,Sigurður Páll Stefánsson,0.0,,,,,,,,,,,,,,Valur,Tindastóll,Valur,108.0,,,,,,,,,
15,Pavel Ermolinskij,42.13333333333333,2.0,7.0,9.0,3.0,3.0,6.0,5.0,1.0,4.0,,30.0,1.0,23.0,Valur,Tindastóll,Valur,108.0,1.0,7.0,9.0,2.0,4.0,9.0,13.0,3.0,4.0
16,Damir Mijic,28.466666666666665,1.0,4.0,5.0,2.0,1.0,2.0,1.0,,,,10.0,19.0,8.0,Valur,Tindastóll,Valur,108.0,,1.0,1.0,2.0,6.0,3.0,7.0,,
4,Viðar Ágústsson,17.7,,3.0,3.0,1.0,5.0,,,1.0,1.0,,4.0,4.0,,Valur,Tindastóll,Tindastóll,108.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,,
5,Jaka Brodnik,34.78333333333333,7.0,5.0,12.0,1.0,3.0,2.0,2.0,1.0,,,28.0,4.0,24.0,Valur,Tindastóll,Tindastóll,108.0,1.0,8.0,13.0,2.0,5.0,10.0,18.0,2.0,2.0
6,Friðrik Þór Stefánsson,3.1333333333333333,,,,,2.0,1.0,,,,,2.0,3.0,2.0,Valur,Tindastóll,Tindastóll,108.0,,1.0,1.0,,,1.0,1.0,,
7,Pétur Rúnar Birgisson,30.733333333333334,3.0,5.0,8.0,1.0,3.0,2.0,3.0,2.0,,3.0,6.0,-8.0,10.0,Valur,Tindastóll,Tindastóll,108.0,,3.0,12.0,1.0,3.0,4.0,15.0,1.0,2.0
10,Örvar Freyr Harðarson,0.0,,,,,,,,,,,,,,Valur,Tindastóll,Tindastóll,108.0,,,,,,,,,
11,Sinisa Bilic,36.43333333333333,,3.0,3.0,1.0,3.0,7.0,3.0,2.0,,1.0,14.0,-9.0,21.0,Valur,Tindastóll,Tindastóll,108.0,1.0,6.0,10.0,2.0,6.0,8.0,16.0,3.0,5.0
12,Axel Kárason,18.533333333333335,3.0,2.0,5.0,1.0,2.0,,1.0,,,,3.0,-7.0,,Valur,Tindastóll,Tindastóll,108.0,,,,0.0,2.0,0.0,2.0,,
13,Hlynur Freyr Einarsson,0.0,,,,,,,,,,,,,,Valur,Tindastóll,Tindastóll,108.0,,,,,,,,,
14,Helgi Rafn Viggósson,14.516666666666667,4.0,2.0,6.0,2.0,2.0,,1.0,,,1.0,5.0,-4.0,,Valur,Tindastóll,Tindastóll,108.0,,0.0,2.0,,,0.0,2.0,,
21,Gerel Simmons,33.11666666666667,,4.0,4.0,2.0,3.0,5.0,5.0,,,1.0,7.0,2.0,20.0,Valur,Tindastóll,Tindastóll,108.0,1.0,5.0,14.0,2.0,6.0,7.0,20.0,4.0,5.0
33,Jasmin Perkovic,27.583333333333332,2.0,7.0,9.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,14.0,-2.0,10.0,Valur,Tindastóll,Tindastóll,108.0,1.0,3.0,5.0,1.0,5.0,4.0,10.0,1.0,2.0
35,Hannes Ingi Másson,8.466666666666667,1.0,,1.0,,1.0,,,,,,4.0,2.0,5.0,Valur,Tindastóll,Tindastóll,108.0,,1.0,2.0,1.0,2.0,2.0,4.0,,
4,Khalil Ullah Ahmad,30.266666666666666,1.0,4.0,5.0,,3.0,2.0,2.0,,,1.0,14.0,-6.0,19.0,Keflavík,Njarðvík,Keflavík,109.0,1.0,6.0,10.0,1.0,5.0,7.0,15.0,4.0,4.0
5,Magnús Már Traustason,16.3,,,,,3.0,,,1.0,,,3.0,16.0,4.0,Keflavík,Njarðvík,Keflavík,109.0,,2.0,2.0,0.0,2.0,2.0,4.0,,
6,Elvar Snær Guðjónsson,0.0,,,,,,,,,,,,,,Keflavík,Njarðvík,Keflavík,109.0,,,,,,,,,
7,Ágúst Orrason,2.6833333333333336,,,,,,,,,,,-1.0,-4.0,,Keflavík,Njarðvík,Keflavík,109.0,,,,0.0,1.0,0.0,1.0,,
8,Veigar Áki Hlynsson,3.85,,,,,1.0,,,,,,0.0,,,Keflavík,Njarðvík,Keflavík,109.0,,,,,,,,,
9,Dominykas Milka,35.583333333333336,2.0,9.0,11.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,29.0,6.0,24.0,Keflavík,Njarðvík,Keflavík,109.0,1.0,9.0,15.0,1.0,2.0,10.0,17.0,3.0,4.0
10,Davíð Alexander H. Magnússon,0.0,,,,,,,,,,,,,,Keflavík,Njarðvík,Keflavík,109.0,,,,,,,,,
11,Deane Williams,35.38333333333333,5.0,8.0,13.0,3.0,3.0,7.0,2.0,3.0,4.0,3.0,30.0,-2.0,20.0,Keflavík,Njarðvík,Keflavík,109.0,1.0,8.0,17.0,0.0,2.0,8.0,19.0,4.0,4.0
12,Reggie Dupree,31.466666666666665,,1.0,1.0,,3.0,1.0,1.0,2.0,,,7.0,4.0,7.0,Keflavík,Njarðvík,Keflavík,109.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0
13,Hörður Axel Vilhjálmsson,35.43333333333333,,1.0,1.0,10.0,,2.0,,,1.0,,14.0,2.0,8.0,Keflavík,Njarðvík,Keflavík,109.0,1.0,1.0,4.0,2.0,5.0,3.0,9.0,,
14,Andrés Ísak Hlynsson,9.033333333333333,1.0,3.0,4.0,1.0,2.0,3.0,1.0,,1.0,,10.0,4.0,6.0,Keflavík,Njarðvík,Keflavík,109.0,,,,0.0,1.0,0.0,1.0,6.0,6.0
15,Sigurður Hólm Brynjarsson,0.0,,,,,,,,,,,,,,Keflavík,Njarðvík,Keflavík,109.0,,,,,,,,,
5,Veigar Páll Alexandersson,0.0,,,,,,,,,,,,,,Keflavík,Njarðvík,Njarðvík,109.0,,,,,,,,,
8,Kristinn Pálsson,28.583333333333332,4.0,2.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,8.0,10.0,8.0,Keflavík,Njarðvík,Njarðvík,109.0,1.0,1.0,5.0,2.0,7.0,3.0,12.0,,
9,Ólafur Helgi Jónsson,13.716666666666667,,1.0,1.0,,3.0,,1.0,,,,5.0,-12.0,7.0,Keflavík,Njarðvík,Njarðvík,109.0,,2.0,3.0,1.0,2.0,3.0,5.0,,
10,Jón Arnór Sverrisson,20.166666666666668,,,,7.0,3.0,2.0,,2.0,,,7.0,-3.0,,Keflavík,Njarðvík,Njarðvík,109.0,,,,,,,,0.0,2.0
11,Rafn Edgar Sigmarsson,0.0,,,,,,,,,,,,,,Keflavík,Njarðvík,Njarðvík,109.0,,,,,,,,,
14,Logi Gunnarsson,24.2,1.0,2.0,3.0,2.0,1.0,4.0,2.0,,,,6.0,9.0,9.0,Keflavík,Njarðvík,Njarðvík,109.0,1.0,1.0,3.0,2.0,6.0,3.0,9.0,1.0,1.0
15,Guðjón Karl Halldórsson,0.0,,,,,,,,,,,,,,Keflavík,Njarðvík,Njarðvík,109.0,,,,,,,,,
21,Arnór Sveinsson,0.0,,,,,,,,,,,,,,Keflavík,Njarðvík,Njarðvík,109.0,,,,,,,,,
23,Maciek Stanislav Baginski,24.133333333333333,2.0,,2.0,1.0,2.0,4.0,2.0,,,2.0,6.0,-20.0,14.0,Keflavík,Njarðvík,Njarðvík,109.0,,2.0,4.0,2.0,7.0,4.0,11.0,4.0,6.0
24,Evaldas Zabas,24.116666666666667,,3.0,3.0,2.0,,1.0,2.0,1.0,,,4.0,-7.0,7.0,Keflavík,Njarðvík,Njarðvík,109.0,1.0,3.0,7.0,0.0,3.0,3.0,10.0,1.0,1.0
31,Mario Matasovic,30.083333333333332,3.0,7.0,10.0,1.0,3.0,4.0,,1.0,2.0,,31.0,9.0,19.0,Keflavík,Njarðvík,Njarðvík,109.0,1.0,4.0,5.0,3.0,4.0,7.0,9.0,2.0,2.0
33,Wayne Ernest Martin Jr.,35.0,4.0,6.0,10.0,2.0,5.0,3.0,4.0,1.0,2.0,2.0,22.0,-6.0,20.0,Keflavík,Njarðvík,Njarðvík,109.0,1.0,8.0,16.0,0.0,1.0,8.0,17.0,4.0,4.0
0,Evan Christopher Singletary,40.0,,7.0,7.0,5.0,2.0,3.0,5.0,,1.0,,25.0,9.0,27.0,ÍR,Valur,ÍR,110.0,1.0,9.0,13.0,3.0,9.0,12.0,22.0,,
3,Collin Pryor,36.8,,4.0,4.0,,2.0,,3.0,1.0,,1.0,14.0,11.0,16.0,ÍR,Valur,ÍR,110.0,1.0,8.0,11.0,,,8.0,11.0,0.0,1.0
5,Danil Kirjanovski,0.0,,,,,,,,,,,,,,ÍR,Valur,ÍR,110.0,,,,,,,,,
8,Trausti Eiríksson,7.05,,,,,1.0,,,,,,-1.0,-10.0,,ÍR,Valur,ÍR,110.0,1.0,,,0.0,1.0,0.0,1.0,,
10,Florijan Jovanov,29.35,2.0,2.0,4.0,3.0,1.0,,,1.0,,,18.0,14.0,13.0,ÍR,Valur,ÍR,110.0,,2.0,3.0,3.0,5.0,5.0,8.0,,
13,Skúli Kristjánsson,3.2,,,,,1.0,,,,,,-2.0,-2.0,,ÍR,Valur,ÍR,110.0,,0.0,1.0,0.0,1.0,0.0,2.0,,
14,Sæþór Elmar Kristjánsson,27.05,,4.0,4.0,1.0,4.0,3.0,1.0,1.0,,,15.0,7.0,13.0,ÍR,Valur,ÍR,110.0,1.0,3.0,3.0,2.0,4.0,5.0,7.0,1.0,2.0
15,Arnór Hermannsson,0.0,,,,,,,,,,,,,,ÍR,Valur,ÍR,110.0,,,,,,,,,
22,Hafliði Jökull Jóhannesson,0.0,,,,,,,,,,,,,,ÍR,Valur,ÍR,110.0,,,,,,,,,
24,Georgi Boyanov,33.56666666666667,6.0,7.0,13.0,1.0,4.0,9.0,1.0,,2.0,,35.0,1.0,27.0,ÍR,Valur,ÍR,110.0,1.0,8.0,11.0,1.0,3.0,9.0,14.0,8.0,10.0
49,Daði Berg Grétarsson,22.983333333333334,1.0,,1.0,4.0,5.0,1.0,1.0,2.0,,,8.0,15.0,3.0,ÍR,Valur,ÍR,110.0,,0.0,1.0,1.0,1.0,1.0,2.0,,
88,Benoný Svanur Sigurðsson,0.0,,,,,,,,,,,,,,ÍR,Valur,ÍR,110.0,,,,,,,,,
3,Christopher Rasheed Jones,30.3,2.0,,2.0,1.0,5.0,6.0,,1.0,,,22.0,-1.0,25.0,ÍR,Valur,Valur,110.0,1.0,10.0,13.0,1.0,4.0,11.0,17.0,2.0,3.0
5,Ragnar Agust Nathanaelsson,16.85,5.0,1.0,6.0,,2.0,,2.0,,1.0,,12.0,11.0,10.0,ÍR,Valur,Valur,110.0,1.0,5.0,8.0,,,5.0,8.0,,
6,Benedikt Blöndal,16.25,,,,3.0,2.0,,1.0,,,1.0,2.0,-16.0,3.0,ÍR,Valur,Valur,110.0,,0.0,1.0,1.0,3.0,1.0,4.0,,
7,Frank Aron Booker,25.916666666666668,,4.0,4.0,2.0,1.0,7.0,1.0,1.0,,,15.0,-2.0,17.0,ÍR,Valur,Valur,110.0,1.0,2.0,4.0,3.0,7.0,5.0,11.0,4.0,6.0
8,Bergur Ástráðsson,0.0,,,,,,,,,,,,,,ÍR,Valur,Valur,110.0,,,,,,,,,
9,Pálmi Þórsson,0.0,,,,,,,,,,,,,,ÍR,Valur,Valur,110.0,,,,,,,,,
10,Austin Magnus Bracey,28.733333333333334,,1.0,1.0,2.0,1.0,,2.0,,,,8.0,-13.0,14.0,ÍR,Valur,Valur,110.0,,1.0,3.0,4.0,9.0,5.0,12.0,,
11,Snjólfur Björnsson,0.0,,,,,,,,,,,,,,ÍR,Valur,Valur,110.0,,,,,,,,,
12,Illugi Steingrímsson,35.46666666666667,3.0,3.0,6.0,1.0,3.0,1.0,,1.0,,1.0,4.0,-11.0,2.0,ÍR,Valur,Valur,110.0,1.0,1.0,3.0,0.0,4.0,1.0,7.0,,
13,Sigurður Páll Stefánsson,0.0,,,,,,,,,,,,,,ÍR,Valur,Valur,110.0,,,,,,,,,
14,Illugi Auðunsson,9.65,,1.0,1.0,,,1.0,2.0,1.0,,,4.0,-5.0,5.0,ÍR,Valur,Valur,110.0,,2.0,2.0,,,2.0,2.0,1.0,2.0
15,Pavel Ermolinskij,36.833333333333336,2.0,7.0,9.0,4.0,3.0,5.0,2.0,1.0,,1.0,17.0,-8.0,14.0,ÍR,Valur,Valur,110.0,1.0,4.0,7.0,2.0,6.0,6.0,13.0,0.0,2.0
3,Kjartan Helgi Steinþórsson,0.0,,,,,,,,,,,,,,Haukar,Grindavík,Haukar,111.0,,,,,,,,,
4,Alex Rafn Guðlaugsson,0.0,,,,,,,,,,,,,,Haukar,Grindavík,Haukar,111.0,,,,,,,,,
5,Gunnar Ingi Harðarson,17.716666666666665,1.0,3.0,4.0,3.0,1.0,1.0,,,,,7.0,4.0,4.0,Haukar,Grindavík,Haukar,111.0,,,,1.0,4.0,1.0,4.0,1.0,2.0
7,Aron Ás Kjartansson,0.0,,,,,,,,,,,,,,Haukar,Grindavík,Haukar,111.0,,,,,,,,,
